label,Type,messages
ham,,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,,I'm at home n ready...
spam,Subscription_Scam,08714712388 between 10am-7pm Cost 10p
ham,,WOT U UP 2 J?
ham,,have * good weekend.
ham,,How do you guys go to see movies on your side.
spam,Franchise/business opportunity,"1. Invest in your future! For just $10,000, you can own your own ATM franchise and start earning passive income immediately. Spots are limited—secure yours now!

2. Congratulations! You’ve been pre-approved to launch a cleaning business with full equipment and client leads provided. Just cover the $5,000 startup kit today to begin.

3. High-profit opportunity: We’re expanding our point-of-sale machine network. Join our exclusive reseller program for only $7,800 and earn monthly commissions from transactions."
spam,Subscription_Scam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
spam,Other_Spam,88066 FROM 88066 LOST 3POUND HELP
spam,Prize_Lottery_Scam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
spam,Free_Service_Scam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,,You should change your fb to jaykwon thuglyfe falconerf
spam,Subscription_Scam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
ham,,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,,THIS IS A LONG FUCKIN SHOWR
spam,Free_Service_Scam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam,Free_Service_Scam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,,"I don't think I can get away for a trek that long with family in town, sorry"
spam,Free_Service_Scam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
spam,Other_Spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,,"I call you later, don't have network. If urgnt, sms me."
spam,Prize_Lottery_Scam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,,Hey you around? I've got enough for a half + the ten I owe you
spam,Free_Service_Scam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,,\Hey j! r u feeling any better
spam,Subscription_Scam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,,I attended but nothing is there.
spam,Contact_Service_Scam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam,Prize_Lottery_Scam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
spam,Prize_Lottery_Scam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
spam,Prize_Lottery_Scam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
spam,Free_Service_Scam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx"
spam,Free_Service_Scam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
spam,Prize_Lottery_Scam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
spam,Free_Service_Scam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
spam,Prize_Lottery_Scam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
spam,Subscription_Scam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
spam,Hitman,"Someone paid me to kill you. I’ll call off the hit if you send me $5000 in BTC in the next 48 hrs. I’m not joking. If you contact police, you’ll regret it. BTC address: 1HtmnX9...."
spam,Prize_Lottery_Scam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,,Ya very nice. . .be ready on thursday
spam,Prize_Lottery_Scam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max
ham,,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,,Please dont say like that. Hi hi hi
spam,Prize_Lottery_Scam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,Contact_Service_Scam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
spam,Contact_Service_Scam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
spam,Subscription_Scam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
spam,Subscription_Scam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
spam,Subscription_Scam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
spam,Subscription_Scam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,,Wait 2 min..stand at bus stop
spam,Prize_Lottery_Scam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
ham,,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
spam,Adult_Content_Scam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
spam,Prize winner call,"This is Reader's Digest! You've won a brand new Mercedes-Benz + $10,000! To receive your prize, please send $199 by Western Union for legal verification. Don’t miss out!"
spam,Subscription_Scam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
spam,False billing,"1. Dear Accounts Payable, please see the attached invoice for your recent directory renewal, totaling $799.99. Payment is due within 7 days to avoid additional late fees.

2. We’ve shipped your requested toner cartridges to the address on file. An invoice of $456.75 has been issued and is payable upon receipt. Contact us immediately if you have questions.

3. Reminder: Your business listing has been successfully updated. A processing fee of $625 applies. Please remit payment today to avoid interruption in services."
spam,Marketing_Link_Scam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,Prize_Lottery_Scam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
spam,Subscription_Scam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
spam,Subscription_Scam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
spam,Subscription_Scam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,,"I dont knw pa, i just drink milk.."
ham,,Hi good mornin.. Thanku wish u d same..
spam,Prize_Lottery_Scam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,,No no. I will check all rooms befor activities
ham,,\Wen u miss someone
spam,Prize_Lottery_Scam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,,Welp apparently he retired
ham,,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,,When you came to hostel.
spam,Subscription_Scam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
spam,Marketing_Link_Scam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,,Oh did you charge camera
spam,Contact_Service_Scam,You have 1 new voicemail. Please call 08719181513.
ham,,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
spam,Subscription_Scam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
ham,,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
spam,Free_Service_Scam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,,DO NOT B LATE LOVE MUM
spam,Prize_Lottery_Scam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd
ham,,K..u also dont msg or reply to his msg..
ham,,What is important is that you prevent dehydration by giving her enough fluids
ham,,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
spam,Free_Service_Scam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
spam,Subscription_Scam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
spam,Contact_Service_Scam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
spam,Contact_Service_Scam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,,We're finally ready fyi
spam,Subscription_Scam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
